lat,lng
10.798775675,106.63114928999994
10.720027445,106.61916350999992
10.762645725,106.76771927000004
10.878483295,106.67149734500003
10.80695629,106.60586548000003
10.86952753062131,106.67402935031012
10.88111591,106.77130889499996
10.8036095,106.6118324
10.87761116,106.55864334500006
10.81776905,106.77964401500004
10.801292415,106.59263992500009
10.84134674,106.6763496399999
10.77696323,106.64165115499998
10.81246805,106.70149612
10.752916,106.68807800000002
10.80014181,106.649700165
10.72795534,106.61157989499998
10.77203,106.69832
10.81071867694883,106.70076655914797
10.850906337646345,106.66476440499991
10.83838573130098,106.67336702357532
10.72521522437259,106.63659715554807
10.757564065,106.73672104000002
10.748209,106.64397049000002
10.67145729,106.70388031000005
10.80487442,106.61977386500008
10.785257815,106.60736083999996
10.81340313,106.710811615
10.853685855,106.56385039999998
10.87387514,106.60108566500004
10.785167695,106.62707901
10.7401186,106.6245761
10.7291092,106.70859859999996
10.78139353,106.64632034499994
10.772981165,106.66160202000005
10.80063534,106.68848037499993
10.7501326,106.71964189999994
10.829872605,106.69274139000004
10.7519392,106.6180001
10.770446,106.6235628
10.77903271,106.67090987999995
10.79477692,106.62191391
10.827872275,106.70423507500004
10.84202242,106.59720611499996
10.767424,106.70354700000009
10.749915125,106.63145065000003
10.864398640611403,106.58814764416388
10.8525033,106.67097473500009
10.78174305,106.66621398999996
10.80355835,106.64194870000006
10.7214484,106.71221839999998
10.746357915,106.61839676
10.877561565,106.68635178
10.862014769999998,106.640930175
10.7961483,106.67974853499992
10.834252012909968,106.60702514615244
10.784618855,106.77885055499996
10.7549121,106.6918942
10.7251917,106.7266834
10.736565115,106.62797546499996
10.849976839478243,106.58595180228268
10.7661171,106.61716079999997
10.77220869,106.62760924999998
10.80611706,106.71934127999998
10.675990661444876,106.6994333267212
10.779310225,106.62740707500006
10.793345925,106.822265625
10.7874224,106.6967398
10.761803625,106.645614625
10.74273157,106.609161375
10.769029615,106.78537368499995
10.857964515,106.75603103499998
10.87990284,106.637233735
10.797203065,106.67283629999996
10.80703497,106.68431091499995
10.839486125,106.79618454
10.758656025,106.67067337000005
10.7351009,106.70953600000009
10.78932,106.64046770000004
10.773972035,106.672698975
10.780748365,106.691661835
10.75668478,106.66116332999992
10.822068215000002,106.764221195
10.850229728362253,106.58796882346188
10.738165855,106.66385269
10.865595595730293,106.58396196523564
10.7556554,106.6901163
10.76422834,106.67435836999994
10.818287375,106.53687667500004
10.795692445,106.66694641499998
10.72914648,106.74908447000008
10.850018987640452,106.58612346365965
10.75536871,106.65343856999992
10.791525365,106.66875075999997
10.724772455,106.63408660999994
10.78867912,106.65667342999996
10.755196575,106.70768737499998
10.81409454,106.62177276500006
10.744262215,106.69773483000006
10.878025151620855,106.67800474554562
10.83204937,106.7570343
10.7884427,106.73433139999996
10.75820112,106.63083648500005
10.863215941892442,106.64017915647582
10.904075112366073,106.58904981547722
10.78875494,106.68696212999998
10.76267004,106.71018218999995
10.725280285,106.72458648999998
10.7711102,106.62949149999996
10.7969226,106.6417179
10.772611,106.633966
10.8017389,106.7459214
10.781884195,106.67959595000002
10.81919575,106.6532440200001
10.7716012,106.68577576000008
10.8746731154684,106.63371779772172
10.8024095,106.62705749999998
10.845982381046598,106.82989597320557
10.7840042,106.62745139999991
10.81578016,106.69408034999992
10.730603869700644,106.71256876050418
10.81207228,106.68751907499995
10.973805425,106.49282074000008
10.7290215,106.70426109999994
10.827099154979043,106.75848484039308
10.866689685,106.73628234500006
10.793849465,106.64130401500006
10.7244892,106.71686769999997
10.838564112888466,106.84774875640868
10.767807005,106.59346771499996
10.83555126,106.724040985
10.95331001,106.5939254750001
10.825906121241442,106.62599372830576
10.71220684,106.620010375
10.845728395,106.64403915499996
10.7319564,106.7270574
10.77394247,106.68294143499998
10.836110887593298,106.68881463600222
10.862113,106.78448105000008
10.861398773948409,106.57382821753536
10.79138,106.68898289999991
10.783398625,106.65942382499998
10.7311342,106.7147452
10.7758739,106.6323297
10.840587295174004,106.84500217437744
10.74842262,106.71010970999998
10.853781839662442,106.6007251732275
11.3741158,106.621806
10.76177788,106.6791992200001
10.86401987,106.62622452000004
10.7616235,106.69324329999996
10.76294,106.63207769999995
10.802411,106.78162829999997
10.8100344,106.6720874
10.83626938,106.64056396499996
10.845532415,106.66476440499991
10.866079714329087,106.68763143926364
10.803537845,106.85758208999994
10.729381085,106.705337525
10.78987455,106.67098617500004
10.778370379999998,106.63694381999994
10.837218765,106.6216621399999
10.8955222,106.7524287
10.84790087,106.781555175
10.90238571,106.54252624499998
10.730624952152114,106.7134914404053
10.838564112888466,106.8422555923462
10.883334635,106.73197937000008
10.844421385,106.76633834999996
10.85508108,106.6179275500001
10.7378482,106.7242342
10.84016784565602,106.59802150654048
10.79520941,106.67145919999996
10.80666399,106.67372131000002
10.7294404,106.7115485
10.79769564,106.75702666999996
10.818707945,106.67919922
10.797850135,106.80248260500002
10.789115905,106.64812088000008
10.795127,106.67256399999997
10.85067177,106.699302675
10.7938714,106.7095695
10.80770445,106.681030275
10.708105085,106.73820877499998
10.687107565,106.60793304499998
10.79366684,106.662658695
10.7852937,106.7459476
10.83241463,106.67178726499992
10.746221545,106.68981934
10.846689264520233,106.5937194795898
10.853243825,106.71390533500004
10.7318388,106.70282500000008
10.74507093,106.63127518
10.81598997,106.68813705000002
10.756318565,106.64696120999996
10.799312115,106.65837860500004
10.839188575,106.66107940999996
10.7732956,106.71609260000002
10.847953720705137,106.59165954306636
10.765358925,106.66602325500004
10.809147835,106.73532104500008
10.881544172009928,106.67950678259396
10.773723125,106.67824554000003
10.860082843692616,106.6021842949316
10.753490925,106.68207168499998
10.74365902,106.72314834500004
10.79788542,106.68735504000006
10.827997518904857,106.63719884765624
10.87583486638952,106.59881115175538
10.84685469,106.74584198000002
10.8009196,106.7095504
10.7385437,106.7293611
10.859988215,106.800296785
10.807053565,106.667713165
10.870200505146242,106.61765479786617
10.752440455,106.62913894999996
10.75640726,106.64549254999996
10.8028186,106.740073
10.86662817,106.59484100500003
10.797274,106.653188
10.79160309,106.70995712
10.7540617,106.66252136499998
10.7386679,106.7272155
10.84850788,106.82007598999996
10.751895425,106.64606857
10.7640301,106.68660999999996
10.704291246782867,106.63910517573242
10.755227085,106.52730178500008
10.78108883,106.67679214500004
10.727534,106.7221251
10.7811203,106.70469284499995
10.910164355,106.59241866999992
10.71696043,106.6707420350001
10.754564,106.690528
10.79655552,106.705928805
10.84701443,106.65066146999992
10.7189315,106.72778629999992
10.678106785,106.74975204500004
10.770337,106.68789400000004
10.7254103,106.70868689999998
11.121253965,106.46290588500004
10.724495837022996,106.70853134550782
10.7737518,106.7679145
10.7807782,106.7333994
10.7828779,106.7176364
10.75667667,106.63859558
10.7878843,106.6984026
10.793182845,106.67456818000004
10.734683035,106.64796829
10.76307535,106.70241164999992
10.768481255,106.67723846500007
10.828748224999998,106.68411255
10.85523081,106.76452255000004
10.7531355,106.6642481
10.857331603802372,106.5791282625488
10.798440455,106.70462799000006
10.783041475,106.75634003000005
10.80635738,106.82874298000002
10.875588228465343,106.58216095364264
10.7346625,106.66490780000004
10.805564,106.715554
10.8142797,106.67030449999992
10.79372263,106.68309402499996
10.698712825,106.65276337
10.77030325,106.6794281
10.814869405,106.77146530000005
10.7872729,106.74981049999997
10.76069784,106.70542525999996
10.758032325,106.65531921499996
10.864183702682466,106.5887470261182
10.8014043,106.65087059999996
10.87005629319768,106.74422367059174
10.7286676,106.69409840000004
10.784873485,106.65261077500008
10.840587295174004,106.84174060821532
10.75732565,106.586742405
10.8272327,106.6315925
10.763701915,106.63827132999997
10.7625954,106.64215739999996
10.7610193,106.6279473
10.8162986,106.7042623
10.788306302293831,106.67829465888552
10.68650913,106.572376255
10.798414705,106.69366455
10.7455834,106.6988912
10.79106617,106.63414382499992
10.7317224,106.64924759999997
10.66411543,106.56675720499992
10.798514365,106.68245315499996
10.797853090096185,106.69043302316275
10.795440391499833,106.68302059023202
10.805521965,106.70514678999996
10.80655527,106.68818664500009
10.806892394999998,106.69828796499996
10.80700922,106.69161224000004
10.8195378,106.63498200000004
10.7814628,106.71609260000002
10.84063673,106.63322448999998
10.7893197,106.64046789999998
10.7622947,106.6968351
10.790206435,106.66228485
10.7881082,106.77658529999997
10.8020498,106.71801559999994
10.79909918702827,106.6785898207055
10.741486545,106.67586898500008
10.7748691,106.63531779999994
10.801807405,106.68176651
10.792609695,106.67912674000002
10.75442648,106.67173004000006
10.838125,106.7327083
10.814765403933754,106.70336293747438
10.8494094,106.75370550000002
10.78641844,106.67844009500004
10.8064042,106.6116826
10.75069237,106.650650025
10.75083876,106.67012405499996
10.7658855,106.6908105
10.7756231,106.63374610000004
10.78656292,106.6701507549999
10.7886014,106.67874527000004
10.816981,106.704074
10.801954947260102,106.68294668196656
10.84665675993827,106.81204319000244
10.84079695,106.64924239999992
10.90801886144622,106.7323923110962
10.801931606722231,106.6846609093627
10.72546375778712,106.7078773968572
10.69849682,106.68616867000004
10.7842962,106.64224280000008
10.734102,106.6555098
10.738447,106.706642
10.847881229731724,106.66829816289057
10.7655446,106.69619139999998
10.764951225,106.67803573499998
10.738009114079038,106.7261202325885
10.7883746,106.7158518
10.682117805510863,106.75240325930862
10.80428127339918,106.8280026903119
10.7852624,106.7306314
10.7303064,106.7207217
10.79281331434784,106.69110720953972
10.766151425,106.67075729500004
10.745008945,106.682090755
10.799309963563967,106.67846107467278
10.83071136,106.61560821500008
10.782089159299488,106.67333459694942
10.78796482,106.6736450200001
10.7270653,106.71993210000004
10.7405173,106.69667040000002
10.844449726495071,106.839493412117
10.82986641,106.78774261499996
10.765871525,106.65026855499993
10.63971567,106.64799881
10.7233641,106.7017301
10.842568875,106.68290709999997
10.877998093575808,106.8178033828931
10.8014700160917,106.78595066070557
10.7639156,106.65578400000004
10.85527134,106.65798186999996
10.681503971720533,106.75255584792684
10.770582675,106.64333725000006
10.7681021228057,106.60009813568482
10.727675348274234,106.67222747070308
10.769290925,106.648452755
11.073464875,106.49271011500002
10.712062726115107,106.70493406718369
10.87542486,106.65620041
10.685926730486818,106.74624252714167
10.866013811202592,106.68766069799923
10.7846246,106.7983529
10.681644543928178,106.75242233206735
